date,product,quantity_sold
8/19/2024,Sambhar Masala,2551
9/10/2024,"Pork - Speck Ham, P.G.I, Sliced",9087
8/11/2024,"Chai/Bonechina Coffee Mug - Orange, Elephant Print",1754
7/29/2024,"Wax Diya - Assorted Colour, ED124D",1964
3/22/2024,Cool Bath Soap - 99.9% Germ Protection,7869
5/17/2024,Liquorice Cold Cream,4350
3/8/2024,Lip Defense,7984
6/20/2024,Snake Gourd - Organically Grown,884
2/10/2024,Jasmine Heart Bath Personal Care Gift Set,9096
5/30/2024,Brinjal - Bottle Shape,9038
9/17/2024,Radish - White,7285
3/30/2024,Namkeen - Kodabale,4996
10/15/2024,Pixel Open Plastic Dustbin / Garbage Bin - Assorted Colour,8507
11/16/2024,Antiseptic Liquid 550 ml + Disinfectant Spray- Original 225 ml,9069
12/23/2024,Cat Litter,5698
3/24/2024,"Steel Storage/Lunch Container - No.1, Grey, Klip It",3676
10/30/2024,Pure Green Tea Bags,5825
10/5/2024,Rice - Jasmine,3057
12/13/2024,100% Pure Tender Coconut Water,5990
2/27/2024,Bright Star Steel Casserole For Roti/Chapati With Steel Lid,908
12/12/2024,Pasta Sauce - Garden Combination,732
6/6/2024,Maxtreme Gel Pen - Blue,6897
12/8/2024,Mixture,4917
2/20/2024,Organic - Soyabean Whole,14
7/10/2024,Galaxy Storage Plastic Printed Container - Pink,1576
6/18/2024,Immunity Booster,5713
6/5/2024,Butter Milk - Ginger & Jeera (Spiced),6612
4/14/2024,Tongue Cleaner,1877
10/14/2024,Organic Soya Atta,3294
9/16/2024,Oil - Eucalyptus,7773
8/24/2024,"Eau De Parfum - Yang, For Women",8194
6/16/2024,Opalware Ivory Serving Bowl Medium - Golden Fall,9291
8/21/2024,Sunshine Insulated Water Bottle - Blue,3033
3/9/2024,Gas Lighter - Flare,3820
10/8/2024,Saffron Cream - Fairness & Anti-Blemish Formula,801
1/30/2024,Aluminium Induction Base Sauce Pan - Silver,783
4/6/2024,"Coffee Roasters - Medium-Dark Attikan Estate, French Press",6394
2/4/2024,"Energy - Deostick For Men, Cream Based Deodorant",602
8/14/2024,Bamboo Slotted - Spoon (30x6cm),1813
8/7/2024,Dare Deodorant Spray - Men,8773
12/13/2024,Organic - Haricot Beans in Water,9578
10/20/2024,Sambhar Masala,6711
8/22/2024,Pani Puri,8815
3/4/2024,Aqua Water Soluble Colour Pencil - 12 Shades,5960
3/6/2024,"Fruit Corer - Silicon Handle, Red",5411
10/14/2024,Hair Spray,785
11/17/2024,Kids Nutrition Shake - For Ages 7+ Years,9595
9/25/2024,Pop Corn - Sweet Corn Chaat Masala,7597
3/26/2024,Hair Health Gel,9182
12/25/2024,Basil Hummus,2855
9/2/2024,Forbidden For Men Eau De Toilette,3227
5/7/2024,Instant Popcorn - Natural Healthy,91
11/10/2024,Footlock Mop,2421
12/30/2024,"Sugar Free Cereals - Whole Oatmeal With Rolled Oats, Chia & Real Fruits",4811
10/29/2024,Coorg Black Mystery Kodava Cuisine for Veg & Non-Veg Preparations,3571
10/7/2024,Roasted & Salted - Almond,9635
3/1/2024,Glass Bowl - Tempo,6116
9/30/2024,Canola Oil,6746
11/30/2024,Himalayan Rose Lip Balm,923
6/15/2024,Tropical Lemon Chilli Spice Mix,6491
6/2/2024,Capsicum - Yellow,9613
12/16/2024,Blackberries - Frozen Fresh,9194
12/27/2024,Beetroot - Julienne,7997
5/1/2024,"Hair Color 87.5 g + 72 ml, 500 Medium Brown + Color Protect Shampoo 175 ml",8057
1/10/2024,Argent Elements Triply Stainless Steel Pressure Cooker With Outer Lid - Silver,5394
10/23/2024,Cheese & Onion Grills Potato Snack,6619
9/29/2024,Natural Spray Perfume - Shalis For Men,5793
5/2/2024,"Lemon Pepper Seasoning Mix - All Natural, Zesty & Lively",5547
5/3/2024,"Stainless Steel Contura  Induction Compatible Pressure Cooker - Silver, SSC15",2446
8/27/2024,Strawberry Creme Biscuits,3396
9/8/2024,"Variety Energy Bars-Cocoa Coconut Almond,Choco Peanut,Pumpkin Seed Cramberry,Fig Flaxseed",7837
1/30/2024,Mini Bhakharwadi,7703
3/31/2024,Yippee Noodles - Mood Masala,151
9/19/2024,"Age Defying Multi-Vitamin Moisturiser With Vitamin A, E & C",6377
4/28/2024,Instant Mouth Freshener - Icy Mint,8315
1/6/2024,Canned Sardine In Brine,1548
12/15/2024,Sweet Chilli Sauce,5640
10/10/2024,Seduction in Black For Men Eau De Toilette,1670
4/11/2024,Lip Balm - Disney Limited Edition Strawberry Shine,8623
10/1/2024,"Wax Diya - Assorted Colour, ED124D",5493
6/2/2024,Body Bliss Mango and Papaya Body Lotion - Imported,6277
8/14/2024,Fish Fingers - Breaded,9711
4/6/2024,Tender Coconut - Frozen Dessert,3129
10/22/2024,"Glass Bottle With Plastic Outer - Beige, BB1313",3777
3/3/2024,Polka Plastic Container - Green,2260
3/6/2024,Tissue Roll - 3 Ply,1362
1/20/2024,Ready to Eat - Murgh Methi,9725
11/16/2024,"Dishwash Bar - Anti-Bacterial, Round",8435
12/12/2024,Soap Bar - Total 10,415
12/9/2024,Fresh Mozzarella Cheese,1269
4/1/2024,Dried Blueberries,9298
10/2/2024,Glass Bowl - Tempo,9898
11/30/2024,Heven Coffee Mugs - Hilton S394,6003
9/9/2024,Aer Pocket Bathroom Freshener Assorted 30g Pack of 3 + Air Freshener Spray 300ml,8372
2/14/2024,"Steel Bowl/Vati/Katori - No. 6.5, Sada",4163
12/4/2024,Kantan Bubble Gum Balls,2862
10/6/2024,"Steel Bowl/Vati/Katori - No. 6.5, Sada",2864
12/2/2024,Unpolished Chana Dal,4730
4/4/2024,Pickle - Gujarati Choondo,2695
11/20/2024,Tea - Vanilla,3724
1/4/2024,Milkshake- Vanilla,4389
1/24/2024,Cheese Spread - Garlic & Herb,9719
12/20/2024,Rose Absolute Essential Oil - 100% Pure & Natural,9159
12/2/2024,Dark Fantasy - Choco Fills,4164
11/4/2024,Bleach - Lemon,6916
7/29/2024,Homemade Chutney Powder,4755
4/13/2024,Roll on Glass Deodorant - Musk For Men,6846
5/19/2024,Cookie Empire - Premium Assorted Cookies,1177
6/10/2024,Oat Cookies,1375
9/20/2024,Papaya - Medium,5694
12/16/2024,"Cool, Action & Allure Avatar Deodorant Spray Perfume For Men",5655
5/15/2024,Forbidden For Men Eau De Toilette,1565
7/28/2024,Anti-Lice Treatment Shampoo,7682
12/16/2024,Honey Moisturiser,7371
4/20/2024,Red Paprika Slices,4349
2/24/2024,100% Melamine Long Tray,4597
2/11/2024,"Anti Bite Pet Muzzle Mask - Duck Shaped, Large, Assorted Colour",8517
7/17/2024,Kiss Sexy Eau De Toilette,484
9/26/2024,Ultra Alkaline Battery AA,1730
5/13/2024,"Stainless Steel Lunch Box/Tiffin Box Tiffin Insulated - Happy Meal, Blue",5184
8/22/2024,Lime Fresh 500 ml + Laundry San- Fresh Linen 480 ml,8235
2/27/2024,"Active Clean Body Wash With Active Charcoal - Shower Gel For Body, Face & Hair",9778
12/28/2024,Herbal Sensitive pH Balanced Liquid Handwash,5461
4/6/2024,Oregano Seasoning,5696
11/18/2024,"Olives - Green, Pitted",5842
10/30/2024,Extra comfort Biodegradable Panty Liners,228
10/17/2024,Beetroot Chips - Barbeque,788
6/24/2024,"Pizza Cheese - Mozzarella, Diced",4235
3/22/2024,Organic Flour - Rice,2228
7/14/2024,Liquorice Cold Cream,338
2/2/2024,Mint - Chopped,7458
11/20/2024,Patchouli Essential Oil - 100% Pure & Natural,6143
9/5/2024,Almonds - American,9920
10/15/2024,Plus Extra Power Detergent Washing Powder,721
8/7/2024,Chicken Seekh Kabab - Pahadi,9888
11/1/2024,Nourishing Papaya Body Lotion,5220
