date,product,quantity_sold
9/23/2024,Spanish Capers - Surfines,9450
4/8/2024,"Namkeen - Murku, Ribbon",7334
8/24/2024,"Advansed Jasmine, Non Sticky Coconut Hair Oil",6513
1/19/2024,Cola Bottles - Sugar,610
10/19/2024,Diskettes,3073
6/9/2024,Aeda Glycerine Bathing Bar - Natural Green,9897
2/27/2024,Marshmallow - Bicolour,7521
4/3/2024,Kid's 2+ Years Extra Soft Toothbrush,7008
12/13/2024,Printed Paper Party Cups,6398
7/3/2024,Pizza Pasta Sauce,6082
8/15/2024,Pink Himalayan Rock Salt Powder,201
8/16/2024,Bio Nut Walnut Purifying & Polishing Scrub,7790
7/22/2024,Honey Comb Touch Non-Stick Cookware Set - Black,8364
12/30/2024,Tea - Cup of Life,9683
5/21/2024,Pain Balm Extra Power,6155
2/5/2024,Bull Force Shilajit With Most Potent Herbs,709
9/8/2024,Blackseed Oil - Cold Pressed,7682
10/20/2024,GoldWinner Oil 1L + Tasties Panipuri Onion + Potato Cube + Garlic Tube-150g each,852
5/7/2024,"Water/Juice Glass - Refreshing Amber Blue, Expression",6551
4/21/2024,Noodles - Chicken,9926
12/12/2024,"Envelope - Cloth Lined, Green, 12 x 10 inches",4415
9/26/2024,Powder - Chilly (Kashmiri),2275
11/6/2024,"Loofah/Sponge Scrubber/Body Bath  - Hangable, Off White, BH-021 WTE",8655
1/15/2024,Parmesan Pecorino Romano D.O.P Cheese - Grated,1691
12/30/2024,Kitchen Multiutility Plastic Tray No. 1 - Pink,8069
8/20/2024,"Roasted Namkeen - Flaxseed, Chili, Lime",8267
11/19/2024,Brass Prasad Plate - 7 Inch,8261
1/23/2024,Cup A Soup - Chicken,664
5/15/2024,Organic Seeds - Cumin,7262
9/9/2024,Spray Glass Water Bottle With Cork - Red,5008
4/29/2024,Burger Party,9761
2/14/2024,Vanilla Oven Cake Mix - Moist Supreme,5689
12/5/2024,Vialone Nano Italian Rice,3177
2/13/2024,Premium Travel Hygiene Kit For Her,4034
3/7/2024,T-Plus Masala Powder For Tea & Milk,1836
2/8/2024,Fresh Boneless Chicken Breast,1652
11/4/2024,Anti Dandruff Hair Oil,3957
10/10/2024,Hair Styling Gel - High Hold With Wet Looks,9453
5/13/2024,9 to 5 Eye Color Quartet Eye Shadow,2227
7/13/2024,Cheeseful Naan,2706
7/2/2024,Fruit & Nut Chocolate Bar - Pure Belgian,7287
1/8/2024,Hawaiian Trail Mix,3490
10/15/2024,"Bread/Snack Roaster - Non-Stick, Assorted Colour",7778
7/11/2024,Taco Shells - 4 Inches,9290
12/21/2024,Wipeout Germ Killing Foot Cream,9321
7/3/2024,Onion Flakes,6301
1/13/2024,The Fresh Mask Sheet - Avocado x2+Tea Tree+Honey+Rose+Pomegranate (1 pc Each),2100
7/22/2024,"Click Gel - Car Vent Air Freshener Kit, Cool Surf Blue",2095
3/12/2024,Chicken Seekh Kabab - Achari,2231
10/10/2024,Sauce - Red Chili,8271
7/15/2024,"Water Flask - Insulated Thermosteel, Flip Lid , Silver",1784
3/9/2024,Certified Organic Sunflower Oil,7887
1/6/2024,"Shaving Cream With Tea Tree Oil, Aloe Vera & Menthol Extract",8038
9/9/2024,"Coffee - Powder, Pure Filter, Nova Therm",1288
11/22/2024,Cone - Jasmine & Camphor,9299
12/13/2024,Up Or Down Eau De Toilette - For Woman,3842
10/21/2024,"Cornetto Frozen Dessert-Double Chocolate+Butterscotch (115ml E)+Disc, Oreo 120ml",1840
1/10/2024,Basmati Rice- Royale 1 kg + Ready Masala- Hyderabadi Biryani 15g,5139
3/11/2024,Baby Wash - Extra Soft,5141
11/19/2024,Karare - Munchy Masala,1257
8/29/2024,"Bounce Hair Recovery Complex, Biotin & Selenium - Green Apple Flavour",1685
10/3/2024,"Microwave and Fridge Freezer - 40%Extra Free, Imported",8489
3/19/2024,"Plastic Lunch Box/Tiffin Box - Marvel Spider Man, BPA Free, HMHILB 199-SPM",5137
7/30/2024,Bio Walnut Purifying & Polishing Scrub,688
6/1/2024,My Dream For Him - Perfumed Deodorant Natural Spray,3193
12/1/2024,Soya Bean Oil,7359
8/8/2024,Red Curry,3235
10/21/2024,Solution Bestseller Masksheet (Pack of 6),6849
10/28/2024,Honey Ashwagandha,2090
5/6/2024,"Milk Mug - Red & White, Flower Print",3578
10/22/2024,Leaf Tea Infuser Stainless Steel Strainer Filter With Drip Tray,2548
3/13/2024,Lemongrass Anti-Pigmentation Massage Cream,108
2/2/2024,All Natural Hummus - Spicy Sriracha,1168
1/25/2024,ZigZag Neem Soft Bristle Toothbrush,2732
4/23/2024,"Notebook - King Size, Ruled, College, Spiral",3388
8/10/2024,"Lunch Box Stainless Steel,Double Decker,350ml+350ml+500ml Containers,Red",1121
12/10/2024,Tricone - Two In One Ice Cream,6550
9/10/2024,Frozen Dessert - Oreo & Creme,9158
12/28/2024,Deodorant Body Spray - RoMence Forever For Men,5779
12/9/2024,Non-Scratch Scrub Sponge - Maxi,1715
2/11/2024,Cinnamon-Infused Honey,7757
7/12/2024,Hommade - Ginger Paste,7051
8/27/2024,Perfume Body Spray - Storm,9397
10/19/2024,Hibiscus Shampoo - For Dry Hair,8910
7/23/2024,Multigrain VarietyBar 38G Pack of 10+Breakfast Protein VarietyBar 50G Pack of 6,7685
4/6/2024,Tea - Golden Leaf,9397
11/8/2024,Prune Juice,738
11/5/2024,Cheeseful Naan,4502
1/17/2024,Sunspray Sunscreen SPF 30,4358
9/12/2024,Almond/Badam - Roasted & Salted,7201
9/17/2024,T-Plus Masala Powder For Tea & Milk,8320
11/11/2024,Red Chilli Flakes,2332
3/4/2024,Sea Salt Caramel Ice Cream,467
5/5/2024,Himalayan Pink Rock Salt/Uppu Powder,1963
3/15/2024,Instant Noodles Steam & Baked Curry Flavor,4575
5/7/2024,"Lexington Red Wine - New, 1019R11",8085
5/1/2024,Nutella B-Ready,1994
8/1/2024,"Lemon Chilli Nutty Chips, 30 g + Choco Almond Butter Spread, 175 g",198
1/14/2024,Diamond Skin Brightening Kit - Consumer Pack,2171
7/8/2024,Non-Scratch Scrub Sponge - Maxi,8124
12/10/2024,Leo Plastic Pet Water Bottle - Violet Wide Mouth,5932
1/21/2024,"Makhana - Roasted, Plain Salted",7835
5/18/2024,Bling On The Shine Dry Shampoo For Dogs,3456
10/30/2024,"Kohinoor Basmati Rice -Extra Long, Gold 1 Kg & Garam Masala-E-Khaas, 40 g",8543
3/8/2024,Milo,7512
12/25/2024,"Coffee Filter Papers - Size 02, Brown",2207
11/30/2024,Health & Nutritional Drink - Tasty Chocolate Flavour,253
4/25/2024,Hawaiian Trail Mix,1080
5/18/2024,Caramel,9095
1/15/2024,Lacto Tan Clear,5013
10/15/2024,Nilgiri Green Tea Bags - Seiki Peppermint,1236
10/13/2024,Nilgiri Whole Leaf Green Tea,4535
9/12/2024,Single Line Soft Bound Long Book Trendy Series 21x29.7 Cm,9401
11/1/2024,Superfood Millet - Bengali Bhog Khichdi,1570
12/15/2024,"Water Bottle - Stainless Steel, Blue, BB 511 1",3753
10/19/2024,Renogest,6414
2/16/2024,Whole Wheat Kulcha,7818
11/28/2024,Ashokarishta Tonic,7877
8/15/2024,2 Ply Toilet Tissue Roll,5252
12/7/2024,Namkeen - Khara Sticks,8647
3/5/2024,Face Cleanser - Bio Oriss Root,3045
12/18/2024,Hydrafresh Anti-Ox Grapeseed Hydrating Mask-In Eye Gel,3473
5/17/2024,"Pants Extra Absorb Diaper For New Born - Up to 5 Kg, NB-1",4915
7/29/2024,Fusion Proglide - Styler Razor,3804
12/3/2024,"Coffee - Classic, 100% Pure",120
6/12/2024,Comedone Control Serum,7062
6/12/2024,100% Anti Hangover Drink - Blackberry,9893
4/11/2024,Kitchen Sink Brush,2928
6/12/2024,Mughlai Tikka Masala Spice Mix,6113
11/9/2024,Copper Bottle - Yogastra 100% Pure,862
8/12/2024,"In-Cistern Toilet Cleaner Blocks, Aquamarine",8614
12/3/2024,Matic Stain Champion Front & Top Load,217
12/18/2024,"Green Tea - Pure, Bio-Degradable",4503
6/23/2024,"Radler - Non Alcoholic Malt Drink, Mint & Lime",2762
1/2/2024,Bottle Corkscrew,4108
7/3/2024,Garlic Chilli Sauce,697
10/2/2024,Candy - Amla Salted,1910
